z166222-221.ip.fs.fed.us	01:04 am  Thursday January 1, 2009	my steve +	 LATT=  46.36 LONG= 113.94
z166264-118.ip.fs.fed.us	01:13 pm  Monday February 2, 2009	corn cr +	 LATT=  37.77 LONG=-111.60
z166264-118.ip.fs.fed.us	01:15 pm  Monday February 2, 2009	corn cr +	 LATT=  37.77 LONG=-111.60
z166264-118.ip.fs.fed.us	01:16 pm  Monday February 2, 2009	corn cr +	 LATT=  37.77 LONG=-111.60
z166264-118.ip.fs.fed.us	01:16 pm  Monday February 2, 2009	corn cr +	 LATT=  37.77 LONG=-111.60
z166264-118.ip.fs.fed.us	01:17 pm  Monday February 2, 2009	corn cr +	 LATT=  37.77 LONG=-111.60
z166264-118.ip.fs.fed.us	01:22 pm  Monday February 2, 2009	corn cr +	 LATT=  37.77 LONG=-111.60
z166264-118.ip.fs.fed.us	01:24 pm  Monday February 2, 2009	corn cr +	 LATT=  37.77 LONG=-111.60
z166264-118.ip.fs.fed.us	01:25 pm  Monday February 2, 2009	corn cr +	 LATT=  37.77 LONG=-111.60
z166264-118.ip.fs.fed.us	01:25 pm  Monday February 2, 2009	corn cr +	 LATT=  37.77 LONG=-111.60
z166264-118.ip.fs.fed.us	01:26 pm  Monday February 2, 2009	corn cr +	 LATT=  37.77 LONG=-111.60
z166264-118.ip.fs.fed.us	01:27 pm  Monday February 2, 2009	corn cr +	 LATT=  37.77 LONG=-111.60
z166264-118.ip.fs.fed.us	01:28 pm  Monday February 2, 2009	corn cr +	 LATT=  37.77 LONG=-111.60
z166264-118.ip.fs.fed.us	01:28 pm  Monday February 2, 2009	corn cr +	 LATT=  37.77 LONG=-111.60
z166264-118.ip.fs.fed.us	01:29 pm  Monday February 2, 2009	corn cr +	 LATT=  37.77 LONG=-111.60
z166264-118.ip.fs.fed.us	01:31 pm  Monday February 2, 2009	corn cr +	 LATT=  37.77 LONG=-111.60
z166264-118.ip.fs.fed.us	01:32 pm  Monday February 2, 2009	corn cr +	 LATT=  37.77 LONG=-111.60
z166264-118.ip.fs.fed.us	01:33 pm  Monday February 2, 2009	corn cr +	 LATT=  37.77 LONG=-111.60
z166264-118.ip.fs.fed.us	01:44 pm  Monday February 2, 2009	corn cr +	 LATT=  37.77 LONG=-111.60
z166264-118.ip.fs.fed.us	01:47 pm  Monday February 2, 2009	corn cr +	 LATT=  37.77 LONG=-111.60
z166264-118.ip.fs.fed.us	01:48 pm  Monday February 2, 2009	corn cr +	 LATT=  37.77 LONG=-111.60
z166264-118.ip.fs.fed.us	01:48 pm  Monday February 2, 2009	corn cr +	 LATT=  37.77 LONG=-111.60
z166264-118.ip.fs.fed.us	02:21 pm  Monday February 2, 2009	corn cr +	 LATT=  37.77 LONG=-111.60
z166222-158.ip.fs.fed.us	04:58 pm  Monday February 2, 2009	Red Mtn ID +	 LATT=  42.44 LONG= 111.14
adsl-71-146-5-186.dsl.pltn13.sbcglobal.net	05:09 pm  Monday February 2, 2009	MOUNT SHASTA CA	 LATT=  41.32 LONG=-122.32
z166247-228.ip.fs.fed.us	09:47 am  Tuesday February 3, 2009	GROVER 2 S WY SPR CLEANUP +	 LATT=  42.68 LONG= 110.72
z166222-158.ip.fs.fed.us	10:04 am  Tuesday February 3, 2009	Red Mtn ID +	 LATT=  42.44 LONG= 111.14
ars.usda.gov	11:38 am  Wednesday February 4, 2009	CHARLESTON KAN AP WV	 LATT=  38.37 LONG= -81.60
ars.usda.gov	11:41 am  Wednesday February 4, 2009	CHARLESTON KAN AP WV	 LATT=  38.37 LONG= -81.60
cnr115-19.cnr.colostate.edu	02:37 pm  Wednesday February 4, 2009	Bitterroot Valley MT +	 LATT=  46.36 LONG=-113.94
z166264-118.ip.fs.fed.us	08:22 am  Thursday February 5, 2009	corn cr +	 LATT=  37.77 LONG=-111.60
z166264-118.ip.fs.fed.us	08:24 am  Thursday February 5, 2009	corn cr +	 LATT=  37.77 LONG=-111.60
z166264-118.ip.fs.fed.us	08:24 am  Thursday February 5, 2009	corn cr +	 LATT=  37.77 LONG=-111.60
z166264-118.ip.fs.fed.us	08:25 am  Thursday February 5, 2009	corn cr +	 LATT=  37.77 LONG=-111.60
z166264-118.ip.fs.fed.us	08:25 am  Thursday February 5, 2009	corn cr +	 LATT=  37.77 LONG=-111.60
z166264-118.ip.fs.fed.us	08:26 am  Thursday February 5, 2009	corn cr +	 LATT=  37.77 LONG=-111.60
z166264-118.ip.fs.fed.us	08:26 am  Thursday February 5, 2009	corn cr +	 LATT=  37.77 LONG=-111.60
z166264-118.ip.fs.fed.us	12:37 pm  Thursday February 5, 2009	OAK CITY UT	 LATT=  39.38 LONG=-112.33
z166264-118.ip.fs.fed.us	12:40 pm  Thursday February 5, 2009	corn cr +	 LATT=  37.77 LONG=-111.60
nessus.bren.ucsb.edu	09:52 am  Friday February 6, 2009	SANTA BARBARAHYDRO +	 LATT=  34.58 LONG= 120.04
nessus.bren.ucsb.edu	09:54 am  Friday February 6, 2009	SANTA BARBARAMission +	 LATT=  34.54 LONG= 119.72
207.108.242.90	08:27 am  Saturday February 7, 2009	Bitterroot Valley MT +	 LATT=  46.36 LONG=-113.94
207.108.242.90	08:30 am  Saturday February 7, 2009	Bitterroot Valley MT +	 LATT=  46.36 LONG=-113.94
62-99-201-18.leased-line.inode.at	00:38 am  Monday February 9, 2009	CHARLESTON KAN AP WV	 LATT=  38.37 LONG= -81.60
xdg71252.xunta.es	03:25 am  Monday February 9, 2009	Bitterroot Valley MT +	 LATT=  46.36 LONG=-113.94
z166264-118.ip.fs.fed.us	07:17 am  Monday February 9, 2009	corn cr +	 LATT=  37.77 LONG=-111.60
z166264-118.ip.fs.fed.us	07:18 am  Monday February 9, 2009	corn cr +	 LATT=  37.77 LONG=-111.60
z166264-118.ip.fs.fed.us	07:19 am  Monday February 9, 2009	corn cr +	 LATT=  37.77 LONG=-111.60
z166264-118.ip.fs.fed.us	07:21 am  Monday February 9, 2009	corn cr +	 LATT=  37.77 LONG=-111.60
z166264-118.ip.fs.fed.us	07:21 am  Monday February 9, 2009	corn cr +	 LATT=  37.77 LONG=-111.60
z166264-118.ip.fs.fed.us	07:24 am  Monday February 9, 2009	corn cr +	 LATT=  37.77 LONG=-111.60
z166264-118.ip.fs.fed.us	07:26 am  Monday February 9, 2009	corn cr +	 LATT=  37.77 LONG=-111.60
z166264-118.ip.fs.fed.us	07:27 am  Monday February 9, 2009	corn cr +	 LATT=  37.77 LONG=-111.60
z166264-118.ip.fs.fed.us	07:29 am  Monday February 9, 2009	corn cr +	 LATT=  37.77 LONG=-111.60
z166264-118.ip.fs.fed.us	07:30 am  Monday February 9, 2009	corn cr +	 LATT=  37.77 LONG=-111.60
z166264-118.ip.fs.fed.us	07:31 am  Monday February 9, 2009	corn cr +	 LATT=  37.77 LONG=-111.60
198.176.208.75	08:43 am  Monday February 9, 2009	TOMBSTONE AZ	 LATT=  31.72 LONG=-110.07
173-97-125-79.pools.spcsdns.net	08:59 am  Monday February 9, 2009	CARSON CITY NV	 LATT=  39.17 LONG=-119.77
z1667111-3.ip.fs.fed.us	05:56 am  Tuesday February 10, 2009	Bitterroot Valley MT +	 LATT=  46.36 LONG=-113.94
z1667111-3.ip.fs.fed.us	05:58 am  Tuesday February 10, 2009	MOSCOW U OF I ID	 LATT=  46.73 LONG=-117.00
nessus.bren.ucsb.edu	05:00 pm  Tuesday February 10, 2009	SANTA BARBARAHYDRO +	 LATT=  34.58 LONG= 120.04
nessus.bren.ucsb.edu	05:03 pm  Tuesday February 10, 2009	SANTA BARBARAMission +	 LATT=  34.54 LONG= 119.72
nessus.bren.ucsb.edu	10:44 am  Wednesday February 11, 2009	SANTA BARBARA CA	 LATT=  34.42 LONG=-119.72
wikitesk.bren.ucsb.edu	10:53 am  Wednesday February 11, 2009	Bitterroot Valley MT +	 LATT=  46.36 LONG=-113.94
z1667112-18.ip.fs.fed.us	03:02 pm  Wednesday February 11, 2009	Bitterroot Valley MT +	 LATT=  46.36 LONG=-113.94
z1666180-81.ip.fs.fed.us	11:27 am  Thursday February 12, 2009	NF Nile +	 LATT=  46.67 LONG= 120.92
z1666180-81.ip.fs.fed.us	11:32 am  Thursday February 12, 2009	NF Nile +	 LATT=  46.67 LONG= 120.92
50.238.dsl.mel.iprimus.net.au	09:55 pm  Saturday February 14, 2009	Pyrgos, Greece +	 LATT=  39.05 LONG=-122.92
75-165-209-34.chyn.qwest.net	03:57 pm  Sunday February 15, 2009	DENVER WB AP CO	 LATT=  39.77 LONG=-104.88
75-165-209-34.chyn.qwest.net	03:58 pm  Sunday February 15, 2009	DENVER WB AP CO	 LATT=  39.77 LONG=-104.88
z166222-221.ip.fs.fed.us	09:42 pm  Tuesday February 17, 2009	Melbourne AU +	 LATT= -37.83 LONG= 145.00
z166222-221.ip.fs.fed.us	09:49 pm  Tuesday February 17, 2009	Melbourne AU +	 LATT= -37.83 LONG= 145.00
z166222-221.ip.fs.fed.us	10:00 pm  Tuesday February 17, 2009	SANTA MONICA PIER CA	 LATT=  34.02 LONG=-118.50
157.128.244.114	01:34 am  Wednesday February 18, 2009	Melbourne AU +	 LATT= -37.83 LONG= 145.00
207.105.169.177	10:19 am  Wednesday February 18, 2009	TAHOE CA	 LATT=  39.17 LONG=-120.15
207.105.169.177	11:47 am  Wednesday February 18, 2009	TAHOE CA	 LATT=  39.17 LONG=-120.15
207.105.169.177	11:48 am  Wednesday February 18, 2009	TAHOE CA	 LATT=  39.17 LONG=-120.15
207.105.169.177	11:48 am  Wednesday February 18, 2009	TAHOE CA	 LATT=  39.17 LONG=-120.15
157.128.244.114	03:53 pm  Wednesday February 18, 2009	Melbourne AU +	 LATT= -37.83 LONG= 145.00
157.128.244.114	06:18 pm  Wednesday February 18, 2009	Delburn Fire Area AU + +	 LATT= -37.83 LONG= 145.00
157.128.244.114	06:22 pm  Wednesday February 18, 2009	Delburn Fire Area AU + +	 LATT= -37.83 LONG= 145.00
157.128.244.114	06:29 pm  Wednesday February 18, 2009	Delburn Fire Area AU + +	 LATT= -37.83 LONG= 145.00
157.128.244.114	06:39 pm  Wednesday February 18, 2009	Delburn Fire Area AU + +	 LATT= -37.83 LONG= 145.00
157.128.244.114	06:59 pm  Wednesday February 18, 2009	Delburn Fire Area AU + +	 LATT= -37.83 LONG= 145.00
157.128.244.114	07:09 pm  Wednesday February 18, 2009	Delburn Fire Area AU + +	 LATT= -37.83 LONG= 145.00
157.128.244.114	07:18 pm  Wednesday February 18, 2009	Delburn Fire Area AU + +	 LATT= -37.83 LONG= 145.00
157.128.244.114	07:50 pm  Wednesday February 18, 2009	Delburn Fire Area AU + +	 LATT= -37.83 LONG= 145.00
157.128.244.114	07:58 pm  Wednesday February 18, 2009	Delburn Fire Area AU + +	 LATT= -37.83 LONG= 145.00
157.128.244.114	08:25 pm  Wednesday February 18, 2009	Delburn Fire Area AU + +	 LATT= -37.83 LONG= 145.00
157.128.244.114	08:27 pm  Wednesday February 18, 2009	Delburn Fire Area AU + +	 LATT= -37.83 LONG= 145.00
157.128.244.114	08:28 pm  Wednesday February 18, 2009	Delburn Fire Area AU + +	 LATT= -37.83 LONG= 145.00
157.128.244.114	08:29 pm  Wednesday February 18, 2009	Delburn Fire Area AU + +	 LATT= -37.83 LONG= 145.00
157.128.244.114	08:39 pm  Wednesday February 18, 2009	Delburn Fire Area AU + +	 LATT= -37.83 LONG= 145.00
157.128.244.114	09:58 pm  Wednesday February 18, 2009	Delburn Fire Area AU + +	 LATT= -37.83 LONG= 145.00
157.128.244.114	10:02 pm  Wednesday February 18, 2009	Delburn Fire Area AU + +	 LATT= -37.83 LONG= 145.00
157.128.244.114	10:07 pm  Wednesday February 18, 2009	Delburn Fire Area AU + +	 LATT= -37.83 LONG= 145.00
157.128.244.114	10:12 pm  Wednesday February 18, 2009	Delburn Fire Area AU + +	 LATT= -37.83 LONG= 145.00
157.128.244.114	10:22 pm  Wednesday February 18, 2009	Delburn Fire Area AU + +	 LATT= -37.83 LONG= 145.00
157.128.244.114	10:23 pm  Wednesday February 18, 2009	Delburn Fire Area AU + +	 LATT= -37.83 LONG= 145.00
157.128.244.114	10:34 pm  Wednesday February 18, 2009	Delburn Fire Area AU + +	 LATT= -37.83 LONG= 145.00
z166222-221.ip.fs.fed.us	10:25 am  Thursday February 19, 2009	Cranbourne  AU + +	 LATT= -38.1  LONG= 145.71
z166222-221.ip.fs.fed.us	11:06 am  Thursday February 19, 2009	Beechworth AU + +	 LATT= -36.37 LONG= 146.71
z166697-219.ip.fs.fed.us	11:25 am  Thursday February 19, 2009	Bitterroot Valley MT +	 LATT=  46.36 LONG=-113.94
z166222-158.ip.fs.fed.us	12:29 pm  Thursday February 19, 2009	Cranbourne  AU + +	 LATT= -38.1  LONG= 145.71
z166222-158.ip.fs.fed.us	02:05 pm  Thursday February 19, 2009	Cranbourne  AU + +	 LATT= -38.1  LONG= 145.71
z166697-219.ip.fs.fed.us	02:31 pm  Thursday February 19, 2009	Bitterroot Valley MT +	 LATT=  46.36 LONG=-113.94
z166222-221.ip.fs.fed.us	02:56 pm  Thursday February 19, 2009	MORWELL (LATROBE VLY AP) AU + +	 LATT=  37.83 LONG= 145.00
z166222-158.ip.fs.fed.us	04:35 pm  Thursday February 19, 2009	Cranbourne  AU + +	 LATT= -38.1  LONG= 145.71
z166222-158.ip.fs.fed.us	04:35 pm  Thursday February 19, 2009	Cranbourne  AU + +	 LATT= -38.1  LONG= 145.71
z166222-158.ip.fs.fed.us	04:36 pm  Thursday February 19, 2009	Cranbourne  AU + +	 LATT= -38.1  LONG= 145.71
z166222-158.ip.fs.fed.us	04:36 pm  Thursday February 19, 2009	Cranbourne  AU + +	 LATT= -38.1  LONG= 145.71
z166222-158.ip.fs.fed.us	04:36 pm  Thursday February 19, 2009	Cranbourne  AU + +	 LATT= -38.1  LONG= 145.71
157.128.244.114	09:37 pm  Thursday February 19, 2009	Bitterroot Valley MT +	 LATT=  46.36 LONG=-113.94
z166222-158.ip.fs.fed.us	02:19 pm  Friday February 20, 2009	Bitterroot Valley MT +	 LATT=  46.36 LONG=-113.94
z166222-158.ip.fs.fed.us	02:20 pm  Friday February 20, 2009	Melbourne AU +	 LATT= -37.83 LONG= 145.00
z166222-158.ip.fs.fed.us	02:21 pm  Friday February 20, 2009	Beechworth AU + +	 LATT= -36.37 LONG= 146.71
z166222-158.ip.fs.fed.us	02:22 pm  Friday February 20, 2009	MORWELL (LATROBE VLY AP) AU + +	 LATT=  37.83 LONG= 145.00
z166222-221.ip.fs.fed.us	03:24 pm  Friday February 20, 2009	Melbourne AU +	 LATT= -37.83 LONG= 145.00
z166222-221.ip.fs.fed.us	03:27 pm  Friday February 20, 2009	Cranbourne  AU + +	 LATT= -38.1  LONG= 145.71
z166222-221.ip.fs.fed.us	03:27 pm  Friday February 20, 2009	Cranbourne  AU + +	 LATT= -38.1  LONG= 145.71
157.128.244.114	08:22 pm  Saturday February 21, 2009	Delburn Fire Area AU + +	 LATT= -37.83 LONG= 145.00
157.128.244.114	08:23 pm  Saturday February 21, 2009	Delburn Fire Area AU + +	 LATT= -37.83 LONG= 145.00
157.128.244.114	08:26 pm  Saturday February 21, 2009		 LATT= -37.83 LONG= 145.00
157.128.244.114	08:31 pm  Saturday February 21, 2009	Delburn Fire Area AU + +	 LATT= -37.83 LONG= 145.00
157.128.244.114	08:32 pm  Saturday February 21, 2009	Delburn Fire Area AU + +	 LATT= -37.83 LONG= 145.00
157.128.244.114	08:34 pm  Saturday February 21, 2009	Delburn Fire Area AU + +	 LATT= -37.83 LONG= 145.00
157.128.244.114	08:35 pm  Saturday February 21, 2009	Delburn Fire Area AU + +	 LATT= -37.83 LONG= 145.00
157.128.244.114	08:36 pm  Saturday February 21, 2009	Delburn Fire Area AU + +	 LATT= -37.83 LONG= 145.00
157.128.244.114	08:38 pm  Saturday February 21, 2009	Delburn Fire Area AU + +	 LATT= -37.83 LONG= 145.00
157.128.244.114	08:39 pm  Saturday February 21, 2009	Delburn Fire Area AU + +	 LATT= -37.83 LONG= 145.00
157.128.244.114	08:40 pm  Saturday February 21, 2009	Delburn Fire Area AU + +	 LATT= -37.83 LONG= 145.00
157.128.244.114	08:42 pm  Saturday February 21, 2009	Delburn Fire Area AU + +	 LATT= -37.83 LONG= 145.00
157.128.244.114	08:43 pm  Saturday February 21, 2009	Delburn Fire Area AU + +	 LATT= -37.83 LONG= 145.00
157.128.244.114	08:47 pm  Saturday February 21, 2009	Delburn Fire Area AU + +	 LATT= -37.83 LONG= 145.00
157.128.244.114	08:49 pm  Saturday February 21, 2009	Delburn Fire Area AU + +	 LATT= -37.83 LONG= 145.00
157.128.244.114	08:50 pm  Saturday February 21, 2009	Delburn Fire Area AU + +	 LATT= -37.83 LONG= 145.00
157.128.244.114	08:54 pm  Saturday February 21, 2009	Delburn Fire Area AU + +	 LATT= -37.83 LONG= 145.00
157.128.244.114	08:57 pm  Saturday February 21, 2009	Delburn Fire Area AU + +	 LATT= -37.83 LONG= 145.00
157.128.244.114	09:01 pm  Saturday February 21, 2009	Delburn Fire Area AU + +	 LATT= -37.83 LONG= 145.00
157.128.244.114	09:03 pm  Saturday February 21, 2009	Delburn Fire Area AU + +	 LATT= -37.83 LONG= 145.00
157.128.244.114	09:23 pm  Saturday February 21, 2009	Delburn Fire Area AU + +	 LATT= -37.83 LONG= 145.00
157.128.244.114	09:24 pm  Saturday February 21, 2009	Delburn Fire Area AU + +	 LATT= -37.83 LONG= 145.00
157.128.244.114	09:27 pm  Saturday February 21, 2009	Delburn Fire Area AU + +	 LATT= -37.83 LONG= 145.00
157.128.244.114	09:28 pm  Saturday February 21, 2009	Delburn Fire Area AU + +	 LATT= -37.83 LONG= 145.00
157.128.244.114	09:30 pm  Saturday February 21, 2009	Delburn Fire Area AU + +	 LATT= -37.83 LONG= 145.00
157.128.244.114	09:33 pm  Saturday February 21, 2009	Delburn Fire Area AU + +	 LATT= -37.83 LONG= 145.00
157.128.244.114	09:35 pm  Saturday February 21, 2009	Delburn Fire Area AU + +	 LATT= -37.83 LONG= 145.00
157.128.244.114	09:36 pm  Saturday February 21, 2009		 LATT= -37.83 LONG= 145.00
157.128.244.114	09:37 pm  Saturday February 21, 2009	Delburn Fire Area AU + +	 LATT= -37.83 LONG= 145.00
157.128.244.114	09:38 pm  Saturday February 21, 2009	Delburn Fire Area AU + +	 LATT= -37.83 LONG= 145.00
157.128.244.114	09:40 pm  Saturday February 21, 2009	Delburn Fire Area AU + +	 LATT= -37.83 LONG= 145.00
157.128.244.114	09:41 pm  Saturday February 21, 2009	Delburn Fire Area AU + +	 LATT= -37.83 LONG= 145.00
157.128.244.114	01:16 am  Sunday February 22, 2009	Delburn Fire Area AU + +	 LATT= -37.83 LONG= 145.00
157.128.244.114	01:55 pm  Sunday February 22, 2009	Delburn Fire Area AU + +	 LATT= -37.83 LONG= 145.00
157.128.244.114	01:57 pm  Sunday February 22, 2009	Delburn Fire Area AU + +	 LATT= -37.83 LONG= 145.00
157.128.244.114	01:59 pm  Sunday February 22, 2009	Delburn Fire Area AU + +	 LATT= -37.83 LONG= 145.00
157.128.244.114	02:07 pm  Sunday February 22, 2009	Delburn Fire Area AU + +	 LATT= -37.83 LONG= 145.00
123.208.66.84	08:51 pm  Sunday February 22, 2009	Beechworth AU + +	 LATT= -36.37 LONG= 146.71
123.208.66.84	08:57 pm  Sunday February 22, 2009	Beechworth AU + +	 LATT= -36.37 LONG= 146.71
123.208.66.84	09:09 pm  Sunday February 22, 2009	Delburn Fire Area AU + + +	 LATT= -37.83 LONG= 145.00
123.208.66.84	09:12 pm  Sunday February 22, 2009	Beechworth AU + + +	 LATT= -36.37 LONG= 146.71
z1665120-122.ip.fs.fed.us	03:53 pm  Monday February 23, 2009	Bitterroot Valley MT +	 LATT=  46.36 LONG=-113.94
z1665120-122.ip.fs.fed.us	03:54 pm  Monday February 23, 2009	Bitterroot Valley MT +	 LATT=  46.36 LONG=-113.94
z166222-221.ip.fs.fed.us	06:29 pm  Monday February 23, 2009		 LATT=  46.73 LONG=-117.00
z166222-221.ip.fs.fed.us	06:29 pm  Monday February 23, 2009		 LATT=  46.73 LONG=-117.00
z166222-221.ip.fs.fed.us	06:32 pm  Monday February 23, 2009	MOSCOW U OF I ID	 LATT=  46.73 LONG=-117.00
z166222-221.ip.fs.fed.us	06:33 pm  Monday February 23, 2009	MOSCOW U OF I ID	 LATT=  46.73 LONG=-117.00
z166222-221.ip.fs.fed.us	06:34 pm  Monday February 23, 2009	MOSCOW U OF I ID	 LATT=  46.73 LONG=-117.00
z166222-221.ip.fs.fed.us	06:35 pm  Monday February 23, 2009	MOSCOW U OF I ID	 LATT=  46.73 LONG=-117.00
z166222-221.ip.fs.fed.us	06:50 pm  Monday February 23, 2009	Bitterroot Valley MT +	 LATT=  46.36 LONG=-113.94
z166222-221.ip.fs.fed.us	03:32 pm  Tuesday February 24, 2009	MOSCOW U OF I ID	 LATT=  46.73 LONG=-117.00
76-9-87-239-rt-broadband-01.broadband.oakhurst.sti.net	01:33 pm  Friday February 27, 2009	FLAGSTAFF WB AP AZ	 LATT=  35.13 LONG=-111.67
76-9-87-239-rt-broadband-01.broadband.oakhurst.sti.net	01:45 pm  Friday February 27, 2009	ELY WBO NV	 LATT=  39.28 LONG=-114.85
76-9-87-239-rt-broadband-01.broadband.oakhurst.sti.net	01:57 pm  Friday February 27, 2009	ELY WBO NV	 LATT=  39.28 LONG=-114.85
157.128.244.26	02:12 pm  Friday February 27, 2009	Bunyip Fire Area +	 LATT= -38.10 LONG= 145.71
157.128.244.26	02:13 pm  Friday February 27, 2009	Bunyip Fire Area +	 LATT= -38.10 LONG= 145.71
157.128.244.26	02:14 pm  Friday February 27, 2009	Bunyip Fire Area +	 LATT= -38.10 LONG= 145.71
157.128.244.26	02:15 pm  Friday February 27, 2009	Bunyip Fire Area +	 LATT= -38.10 LONG= 145.71
157.128.244.26	02:16 pm  Friday February 27, 2009	Bunyip Fire Area +	 LATT= -38.10 LONG= 145.71
dsl-19-073.virtual.net.au	03:01 am  Sunday March 1, 2009	Bunyip Fire Area +	 LATT= -38.10 LONG= 145.71
dsl-19-073.virtual.net.au	03:05 am  Sunday March 1, 2009	Bunyip Fire Area +	 LATT= -38.10 LONG= 145.71
dsl-19-073.virtual.net.au	03:18 am  Sunday March 1, 2009	Bunyip Fire Area +	 LATT= -38.10 LONG= 145.71
157.128.243.14	01:04 pm  Sunday March 1, 2009	Kilmore East  AU + + +	 LATT= -38.10 LONG= 145.71
157.128.243.14	01:06 pm  Sunday March 1, 2009	Kilmore East  AU + + +	 LATT= -38.10 LONG= 145.71
z166266-72.ip.fs.fed.us	10:17 am  Monday March 2, 2009	PANGUITCH  UT	 LATT=  37.82 LONG=-112.45
z166266-72.ip.fs.fed.us	10:22 am  Monday March 2, 2009	PANGUITCH  UT	 LATT=  37.82 LONG=-112.45
z166266-72.ip.fs.fed.us	10:27 am  Monday March 2, 2009	PANGUITCH  UT	 LATT=  37.82 LONG=-112.45
z166266-72.ip.fs.fed.us	10:29 am  Monday March 2, 2009	PANGUITCH  UT	 LATT=  37.82 LONG=-112.45
z166266-72.ip.fs.fed.us	10:31 am  Monday March 2, 2009	PANGUITCH  UT	 LATT=  37.82 LONG=-112.45
z166266-72.ip.fs.fed.us	10:34 am  Monday March 2, 2009	PANGUITCH  UT	 LATT=  37.82 LONG=-112.45
z166266-72.ip.fs.fed.us	10:39 am  Monday March 2, 2009	PANGUITCH  UT	 LATT=  37.82 LONG=-112.45
z166266-72.ip.fs.fed.us	10:42 am  Monday March 2, 2009	PANGUITCH  UT	 LATT=  37.82 LONG=-112.45
z166266-72.ip.fs.fed.us	10:46 am  Monday March 2, 2009	PANGUITCH  UT	 LATT=  37.82 LONG=-112.45
z166266-72.ip.fs.fed.us	10:49 am  Monday March 2, 2009	PANGUITCH  UT	 LATT=  37.82 LONG=-112.45
z166266-72.ip.fs.fed.us	10:57 am  Monday March 2, 2009	PANGUITCH  UT	 LATT=  37.82 LONG=-112.45
z166266-72.ip.fs.fed.us	10:59 am  Monday March 2, 2009	PANGUITCH  UT	 LATT=  37.82 LONG=-112.45
z166266-72.ip.fs.fed.us	11:05 am  Monday March 2, 2009	PANGUITCH  UT	 LATT=  37.82 LONG=-112.45
z166266-72.ip.fs.fed.us	11:07 am  Monday March 2, 2009	PANGUITCH  UT	 LATT=  37.82 LONG=-112.45
z166266-72.ip.fs.fed.us	11:10 am  Monday March 2, 2009	PANGUITCH  UT	 LATT=  37.82 LONG=-112.45
z166266-72.ip.fs.fed.us	11:12 am  Monday March 2, 2009	PANGUITCH  UT	 LATT=  37.82 LONG=-112.45
z166266-72.ip.fs.fed.us	11:16 am  Monday March 2, 2009	PANGUITCH  UT	 LATT=  37.82 LONG=-112.45
157.128.243.14	03:24 pm  Monday March 2, 2009	Kilmore East  AU + + +	 LATT= -38.10 LONG= 145.71
157.128.243.14	03:38 pm  Monday March 2, 2009	Kilmore East  AU + + +	 LATT= -38.10 LONG= 145.71
157.128.243.14	03:39 pm  Monday March 2, 2009	Kilmore East  AU + + +	 LATT= -38.10 LONG= 145.71
157.128.243.14	03:41 pm  Monday March 2, 2009	Kilmore East  AU + + +	 LATT= -38.10 LONG= 145.71
157.128.243.14	03:43 pm  Monday March 2, 2009	Kilmore East  AU + + +	 LATT= -38.10 LONG= 145.71
157.128.243.14	03:46 pm  Monday March 2, 2009	Kilmore East  AU + + +	 LATT= -38.10 LONG= 145.71
157.128.243.14	03:48 pm  Monday March 2, 2009	Kilmore East  AU + + +	 LATT= -38.10 LONG= 145.71
202.76.188.87	04:31 pm  Monday March 2, 2009	Bunyip Fire Area +	 LATT= -38.10 LONG= 145.71
202.76.188.87	04:38 pm  Monday March 2, 2009	Bunyip Fire Area +	 LATT= -38.10 LONG= 145.71
202.76.188.87	04:41 pm  Monday March 2, 2009	Bunyip Fire Area +	 LATT= -38.10 LONG= 145.71
202.76.188.87	04:43 pm  Monday March 2, 2009	Bunyip Fire Area +	 LATT= -38.10 LONG= 145.71
202.76.188.87	04:46 pm  Monday March 2, 2009	Bunyip Fire Area +	 LATT= -38.10 LONG= 145.71
202.76.188.87	04:49 pm  Monday March 2, 2009	Bunyip Fire Area +	 LATT= -38.10 LONG= 145.71
202.76.188.87	04:51 pm  Monday March 2, 2009	Bunyip Fire Area +	 LATT= -38.10 LONG= 145.71
202.76.188.87	04:53 pm  Monday March 2, 2009	Bunyip Fire Area +	 LATT= -38.10 LONG= 145.71
202.76.188.87	04:56 pm  Monday March 2, 2009	Bunyip Fire Area +	 LATT= -38.10 LONG= 145.71
202.76.188.87	04:58 pm  Monday March 2, 2009	Bunyip Fire Area +	 LATT= -38.10 LONG= 145.71
202.76.188.87	05:00 pm  Monday March 2, 2009	Bunyip Fire Area +	 LATT= -38.10 LONG= 145.71
202.76.188.87	05:02 pm  Monday March 2, 2009	Bunyip Fire Area +	 LATT= -38.10 LONG= 145.71
202.76.188.87	05:04 pm  Monday March 2, 2009	Bunyip Fire Area +	 LATT= -38.10 LONG= 145.71
157.128.243.14	05:42 pm  Monday March 2, 2009	Kilmore East  AU + + +	 LATT= -38.10 LONG= 145.71
157.128.243.14	05:45 pm  Monday March 2, 2009	Kilmore East  AU + + +	 LATT= -38.10 LONG= 145.71
157.128.243.14	05:47 pm  Monday March 2, 2009	Kilmore East  AU + + +	 LATT= -38.10 LONG= 145.71
157.128.243.14	05:48 pm  Monday March 2, 2009	Kilmore East  AU + + +	 LATT= -38.10 LONG= 145.71
76-9-80-248-rt-broadband-01.broadband.oakhurst.sti.net	07:09 pm  Monday March 2, 2009	ELY WBO NV	 LATT=  39.28 LONG=-114.85
